"","Sex","Age","Height","Weight","NOC","Medal","Sport","cluster"
"121551","M",20,177,76,"TCH","Silver","Football",1
"121553","M",34,183,86,"USA","Gold","Rowing",1
"121561","M",19,205,96,"YUG","Silver","Basketball",2
"121562","M",23,205,96,"YUG","Gold","Basketball",2
"121563","M",27,205,96,"YUG","Bronze","Basketball",2
"121568","M",24,172,70,"NED","Bronze","Short Track Speed Skating",1
"121590","M",22,183,81,"TCH","Silver","Football",1
"121591","F",19,181,72,"GDR","Gold","Rowing",1
"121592","F",23,181,72,"GDR","Gold","Rowing",1
"121599","M",22,176,71,"YUG","Gold","Football",1
"121604","F",22,177,71,"MNE","Silver","Handball",1
"121608","M",19,183,70,"USA","Bronze","Cycling",1
"121621","F",23,160,63,"USA","Gold","Athletics",3
"121623","M",32,183,91,"USA","Bronze","Baseball",2
"121630","F",20,180,79,"USA","Silver","Ice Hockey",1
"121631","F",24,180,79,"USA","Silver","Ice Hockey",1
"121721","F",24,168,65,"NED","Gold","Cycling",3
"121722","F",28,168,65,"NED","Bronze","Cycling",3
"121753","M",23,166,58,"GER","Bronze","Athletics",3
"121756","M",24,178,74,"FRG","Silver","Wrestling",1
"121771","M",26,188,75,"USA","Gold","Basketball",1
"121775","M",39,176,78,"BAH","Bronze","Sailing",1
"121777","M",46,176,78,"BAH","Gold","Sailing",1
"121799","M",19,183,74,"AUS","Gold","Hockey",1
"121800","M",23,183,74,"AUS","Bronze","Hockey",1
"121801","M",27,183,74,"AUS","Bronze","Hockey",1
"121815","F",22,182,88,"AUS","Bronze","Water Polo",2
"121816","F",26,182,88,"AUS","Bronze","Water Polo",2
"121818","F",33,167,66,"GBR","Gold","Curling",3
"121822","F",30,173,70,"AUS","Bronze","Water Polo",1
"121823","M",22,178,73,"CAN","Bronze","Ice Hockey",1
"121828","M",22,195,88,"GER","Gold","Rowing",2
"121848","M",30,183,80,"DEN","Silver","Canoeing",1
"121856","M",21,185,79,"NOR","Gold","Cycling",1
"121858","F",25,167,68,"NOR","Gold","Football",3
"121899","F",21,164,62,"URS","Gold","Fencing",3
"121918","M",28,165,61,"HKG","Silver","Table Tennis",3
"121936","M",29,173,63,"JPN","Bronze","Shooting",3
"121940","F",23,174,69,"HUN","Silver","Canoeing",1
"121941","F",27,174,69,"HUN","Silver","Canoeing",1
"121942","F",27,174,69,"HUN","Bronze","Canoeing",1
"121943","F",27,174,69,"HUN","Gold","Canoeing",1
"121944","F",31,174,69,"HUN","Gold","Canoeing",1
"121947","F",35,174,69,"HUN","Silver","Canoeing",1
"121965","M",30,182,88,"JPN","Bronze","Baseball",2
"121997","M",25,153,52,"JPN","Gold","Wrestling",3
"122000","F",32,164,64,"JPN","Silver","Softball",3
"122006","M",30,190,89,"SUI","Bronze","Beach Volleyball",2
"122020","F",18,168,56,"GER","Silver","Snowboarding",3
"122023","F",26,168,56,"GER","Bronze","Snowboarding",3
"122026","F",15,180,67,"FRG","Bronze","Swimming",1
"122027","M",23,183,79,"GER","Bronze","Canoeing",1
"122032","M",21,192,102,"GER","Bronze","Boxing",2
"122034","M",27,172,74,"FRG","Bronze","Ice Hockey",1
"122038","M",22,189,89,"CRO","Silver","Water Polo",2
"122074","M",22,183,77,"JPN","Bronze","Swimming",1
"122090","F",25,177,68,"POL","Bronze","Rowing",1
"122092","M",23,177,75,"GER","Bronze","Cycling",1
"122094","M",21,175,68,"POL","Silver","Football",1
"122098","M",24,180,74,"POL","Bronze","Rowing",1
"122126","M",24,181,80,"POL","Bronze","Rowing",1
"122128","M",33,181,80,"POL","Bronze","Rowing",1
"122131","M",23,186,80,"GER","Gold","Fencing",1
"122137","F",21,181,75,"GDR","Bronze","Athletics",1
"122139","M",20,178,75,"USA","Silver","Cross Country Skiing",1
"122151","M",21,190,100,"USA","Bronze","Baseball",2
"122159","M",24,183,95,"USA","Bronze","Athletics",2
"122161","F",17,179,70,"FRG","Bronze","Swimming",1
"122195","F",23,171,62,"GDR","Gold","Athletics",3
"122196","F",23,171,62,"GDR","Silver","Athletics",3
"122203","M",24,186,67,"AUT","Gold","Ski Jumping",1
"122211","F",25,166,61,"FRG","Silver","Hockey",3
"122240","M",32,160,52,"URS","Bronze","Wrestling",3
"122249","F",18,147,37,"RUS","Silver","Gymnastics",3
"122265","F",28,168,58,"RUS","Bronze","Fencing",3
"122271","M",21,181,80,"TCH","Silver","Ice Hockey",1
"122272","M",25,181,80,"TCH","Bronze","Ice Hockey",1
"122275","F",19,157,46,"USA","Gold","Gymnastics",3
"122276","F",19,157,46,"USA","Silver","Gymnastics",3
"122290","F",27,182,71,"AUT","Bronze","Snowboarding",1
"122296","M",24,197,125,"TCH","Bronze","Judo",2
"122301","M",18,173,74,"POL","Bronze","Cycling",1
"122306","F",31,170,60,"HUN","Bronze","Handball",3
"122307","M",27,173,74,"HUN","Gold","Wrestling",1
"122318","M",21,167,70,"HUN","Gold","Football",3
"122319","M",25,167,70,"HUN","Silver","Football",3
"122365","F",23,165,61,"JPN","Silver","Speed Skating",3
"122427","M",22,170,60,"KEN","Bronze","Athletics",3
"122428","M",30,180,67,"KEN","Silver","Athletics",1
"122440","F",26,170,67,"DEN","Bronze","Rowing",3
"122444","M",23,179,67,"NED","Bronze","Cycling",1
"122489","M",21,180,63,"AUT","Silver","Ski Jumping",1
"122490","M",21,180,63,"AUT","Gold","Ski Jumping",1
"122493","M",25,180,63,"AUT","Gold","Ski Jumping",1
"122506","M",24,169,78,"JPN","Gold","Judo",1
"122507","M",28,169,78,"JPN","Silver","Judo",1
"122523","M",22,170,60,"KEN","Bronze","Athletics",3
"122526","M",18,180,96,"EUN","Bronze","Wrestling",2
"122573","F",24,184,68,"FRG","Bronze","Tennis",1
"122577","M",23,179,80,"JPN","Bronze","Baseball",1
"122591","M",29,190,76,"SWE","Gold","Cross Country Skiing",1
"122593","F",24,162,56,"GDR","Silver","Diving",3
"122607","F",21,188,82,"USA","Bronze","Rowing",1
"122619","M",24,178,72,"GER","Silver","Cycling",1
"122624","M",23,171,70,"GER","Gold","Luge",1
"122626","M",27,171,70,"GDR","Silver","Luge",1
"122627","M",27,171,70,"GDR","Gold","Luge",1
"122631","F",24,162,60,"GER","Silver","Athletics",3
"122635","F",28,162,60,"GER","Bronze","Athletics",3
"122662","M",29,185,98,"USA","Bronze","Bobsleigh",2
"122670","M",18,178,72,"GER","Gold","Shooting",1
"122724","M",28,184,73,"FIN","Bronze","Cross Country Skiing",1
"122727","M",28,184,73,"FIN","Gold","Cross Country Skiing",1
"122728","M",22,189,92,"FIN","Silver","Ice Hockey",2
"122729","M",26,189,92,"FIN","Bronze","Ice Hockey",2
"122730","M",19,179,81.5,"FIN","Bronze","Ice Hockey",1
"122731","M",23,179,81.5,"FIN","Bronze","Ice Hockey",1
"122732","M",31,179,81.5,"FIN","Silver","Ice Hockey",1
"122733","M",35,179,81.5,"FIN","Bronze","Ice Hockey",1
"122747","M",17,175,59,"FIN","Bronze","Nordic Combined",3
"122756","M",23,183,75,"JPN","Silver","Volleyball",1
"122767","M",28,176,75,"JPN","Bronze","Baseball",1
"122780","F",22,168,60,"JPN","Silver","Volleyball",3
"122785","F",17,183,85,"NED","Silver","Swimming",1
"122786","F",17,183,85,"NED","Silver","Swimming",1
"122788","F",21,183,85,"NED","Gold","Swimming",1
"122795","F",24,167,57,"CAN","Bronze","Rowing",3
"122796","M",23,180,91,"RSA","Bronze","Rugby Sevens",2
"122799","M",23,176,93,"GRE","Silver","Weightlifting",2
"122804","F",27,180,69,"HUN","Bronze","Handball",1
"122805","F",31,180,69,"HUN","Silver","Handball",1
"122808","M",36,185,89,"HUN","Gold","Canoeing",2
"122813","F",18,171,68,"BRA","Silver","Football",3
"122814","F",22,171,68,"BRA","Silver","Football",3
"122831","M",28,172,81.5,"FIN","Gold","Wrestling",1
"122832","M",32,172,81.5,"FIN","Gold","Wrestling",1
"122852","M",37,181,85,"RUS","Gold","Shooting",1
"122865","M",28,176,80,"GDR","Silver","Athletics",1
"122871","M",24,186,87,"RUS","Gold","Handball",2
"122872","M",28,186,87,"RUS","Bronze","Handball",2
"122878","M",20,182,80,"JPN","Bronze","Baseball",1
"122885","F",21,170,74,"CRO","Gold","Athletics",1
"122900","F",23,176,68,"YUG","Silver","Handball",1
"122901","F",27,176,68,"YUG","Gold","Handball",1
"122916","F",14,170,61,"USA","Silver","Swimming",3
"122917","F",18,170,61,"USA","Gold","Swimming",3
"122918","F",18,170,61,"USA","Gold","Swimming",3
"122925","M",22,179,89,"RSA","Bronze","Rugby Sevens",2
"122928","M",22,194,84,"FRG","Silver","Rowing",2
"122929","M",30,194,84,"FRG","Silver","Rowing",2
"122930","M",35,194,84,"FRG","Silver","Rowing",2
"122938","M",37,185,91,"POL","Gold","Rowing",2
"122941","M",26,162,60,"URS","Bronze","Cross Country Skiing",3
"122942","M",26,162,60,"URS","Bronze","Cross Country Skiing",3
"122944","M",26,162,60,"URS","Gold","Cross Country Skiing",3
"122946","M",34,162,60,"URS","Bronze","Cross Country Skiing",3
"122948","F",25,162,56,"URS","Silver","Cross Country Skiing",3
"122950","F",33,162,56,"URS","Bronze","Cross Country Skiing",3
"122952","F",33,162,56,"URS","Gold","Cross Country Skiing",3
"122953","F",37,162,56,"URS","Bronze","Cross Country Skiing",3
"122955","F",37,162,56,"URS","Bronze","Cross Country Skiing",3
"122956","M",21,193,115,"URS","Gold","Wrestling",2
"122957","M",25,193,115,"URS","Gold","Wrestling",2
"122959","M",27,175,66,"HUN","Silver","Fencing",1
"122963","M",39,175,66,"HUN","Silver","Fencing",1
"122976","M",33,171,64,"FIN","Silver","Cross Country Skiing",3
"122978","M",22,168,57.5,"FIN","Gold","Athletics",3
"122979","M",22,168,57.5,"FIN","Gold","Athletics",3
"122981","M",22,168,57.5,"FIN","Gold","Athletics",3
"122982","M",22,168,57.5,"FIN","Silver","Athletics",3
"122983","M",30,168,57.5,"FIN","Gold","Athletics",3
"122988","M",27,190,89.5,"FIN","Gold","Canoeing",2
"123012","F",22,171,53,"RUS","Gold","Synchronized Swimming",3
"123018","M",22,175,74,"URS","Bronze","Athletics",1
"123019","M",24,157,62,"URS","Gold","Weightlifting",3
"123022","F",16,147,34,"RUS","Silver","Gymnastics",3
"123030","F",27,175,61,"URS","Bronze","Athletics",3
"123034","M",26,174,80,"URS","Gold","Wrestling",1
"123060","M",26,168,66,"BUL","Bronze","Football",3
"123063","M",25,178,82,"BUL","Bronze","Wrestling",1
"123064","M",27,169,74,"BUL","Bronze","Weightlifting",1
"123070","M",22,177,63,"BUL","Bronze","Boxing",3
"123072","F",18,176,48,"BUL","Silver","Rhythmic Gymnastics",3
"123082","M",25,185,89,"ISR","Bronze","Canoeing",2
"123108","M",30,174,90,"FIJ","Gold","Rugby Sevens",1
"123111","M",25,178,82,"USA","Silver","Sailing",1
"123115","F",21,184,86,"URS","Silver","Rowing",1
"123143","F",28,173,63,"DEN","Gold","Handball",3
"123144","F",32,173,63,"DEN","Gold","Handball",3
"123191","M",18,182,75,"URS","Bronze","Fencing",1
"123192","M",22,182,75,"EUN","Silver","Fencing",1
"123193","M",22,182,75,"EUN","Bronze","Fencing",1
"123195","M",26,182,75,"RUS","Silver","Fencing",1
"123196","M",30,182,75,"RUS","Gold","Fencing",1
"123197","M",34,182,75,"RUS","Bronze","Fencing",1
"123200","M",27,174,64,"RUS","Bronze","Cycling",3
"123205","F",25,176,64,"RUS","Bronze","Fencing",3
"123209","F",22,182,92,"RUS","Silver","Athletics",2
"123248","M",24,180,80,"HUN","Gold","Canoeing",1
"123249","M",24,180,80,"HUN","Bronze","Canoeing",1
"123250","M",28,180,80,"HUN","Gold","Canoeing",1
"123252","M",32,180,80,"HUN","Bronze","Canoeing",1
"123258","M",24,192,97,"URS","Bronze","Water Polo",2
"123259","M",28,192,97,"EUN","Bronze","Water Polo",2
"123260","M",23,180,76,"URS","Bronze","Football",1
"123261","M",27,180,76,"URS","Bronze","Football",1
"123278","F",20,169,60,"URS","Gold","Athletics",3
"123289","F",15,156,43,"RUS","Silver","Diving",3
"123295","M",22,178,78,"URS","Bronze","Cycling",1
"123304","F",29,158,51,"IND","Bronze","Boxing",3
"123313","M",32,196,125,"POL","Gold","Athletics",2
"123317","M",24,182,93,"HUN","Silver","Wrestling",2
"123321","M",27,180,90,"FIN","Bronze","Ice Hockey",2
"123322","M",27,198,105,"URS","Silver","Rowing",2
"123330","F",18,182,59,"RUS","Silver","Swimming",3
"123334","F",23,169,75,"UKR","Silver","Fencing",1
"123347","M",22,200,98,"CRO","Silver","Basketball",2
"123353","F",27,172,65,"USA","Gold","Swimming",3
"123355","F",27,172,65,"USA","Silver","Swimming",3
"123356","F",27,169,60,"URS","Gold","Athletics",3
"123357","F",27,169,60,"URS","Silver","Athletics",3
"123365","M",22,173,73,"URS","Gold","Cycling",1
"123367","F",20,179,74,"YUG","Bronze","Basketball",1
"123371","M",24,172,68,"HUN","Gold","Football",1
"123387","F",17,150,48,"RUS","Silver","Gymnastics",3
"123388","F",17,150,48,"RUS","Silver","Gymnastics",3
"123407","M",28,178,100,"BUL","Gold","Wrestling",2
"123421","M",20,180,64,"URS","Silver","Boxing",1
"123434","M",21,213,113,"USA","Gold","Basketball",2
"123468","F",21,156,48,"JPN","Bronze","Judo",3
"123470","F",23,168,63,"JPN","Gold","Volleyball",3
"123487","M",21,186,82,"URS","Bronze","Volleyball",1
"123488","M",25,186,82,"URS","Silver","Volleyball",1
"123489","M",29,186,82,"URS","Gold","Volleyball",1
"123491","F",20,176,73,"URS","Silver","Rowing",1
"123497","F",22,168,57,"URS","Gold","Athletics",3
"123499","F",30,168,57,"URS","Bronze","Athletics",3
"123518","M",27,173,86,"TCH","Silver","Handball",1
"123540","M",23,181,75,"TCH","Bronze","Cycling",1
"123550","M",20,175,66,"CHN","Gold","Table Tennis",1
"123551","M",24,175,66,"CHN","Gold","Table Tennis",1
"123552","M",24,175,66,"CHN","Silver","Table Tennis",1
"123578","F",26,158,43,"KEN","Silver","Athletics",3
"123585","M",37,155,67,"NOR","Gold","Shooting",3
"123597","M",24,167,52,"TCH","Bronze","Rowing",3
"123598","M",28,167,52,"TCH","Bronze","Rowing",3
"123628","F",23,170,64,"GER","Silver","Fencing",3
"123629","F",23,170,64,"GER","Bronze","Fencing",3
"123659","M",25,167,59,"JPN","Bronze","Gymnastics",3
"123677","M",26,179,72,"URS","Bronze","Football",1
"123687","M",27,162,53,"JPN","Silver","Ski Jumping",3
"123689","M",19,167,68,"USA","Silver","Swimming",3
"123690","M",19,167,68,"USA","Gold","Swimming",3
"123691","M",19,167,68,"USA","Gold","Swimming",3
"123692","M",23,167,68,"USA","Silver","Swimming",3
"123714","M",22,175,63,"JPN","Gold","Nordic Combined",3
"123716","M",24,175,63,"JPN","Gold","Nordic Combined",3
"123717","M",24,175,63,"JPN","Silver","Nordic Combined",3
"123718","M",22,167,74,"USA","Gold","Weightlifting",1
"123719","M",26,167,74,"USA","Gold","Weightlifting",1
"123720","M",30,167,74,"USA","Silver","Weightlifting",1
"123735","F",28,180,65,"POL","Gold","Athletics",1
"123768","M",25,168,75,"URS","Gold","Ice Hockey",1
"123769","M",29,168,75,"URS","Gold","Ice Hockey",1
"123781","M",26,183,77,"URS","Silver","Athletics",1
"123784","M",30,183,77,"URS","Silver","Athletics",1
"123802","M",23,183,88,"HUN","Bronze","Water Polo",2
"123803","M",27,183,88,"HUN","Silver","Water Polo",2
"123804","M",31,183,88,"HUN","Gold","Water Polo",2
"123805","M",18,183,83,"HUN","Bronze","Water Polo",1
"123807","M",23,183,83,"HUN","Gold","Water Polo",1
"123808","M",27,183,83,"HUN","Bronze","Water Polo",1
"123817","F",16,172,68,"AUS","Silver","Swimming",3
"123818","F",16,172,68,"AUS","Silver","Swimming",3
"123819","M",18,179,84,"AUS","Bronze","Swimming",1
"123820","M",18,179,84,"AUS","Gold","Swimming",1
"123821","M",18,179,84,"AUS","Bronze","Swimming",1
"123827","M",25,195,95,"GDR","Gold","Rowing",2
"123843","M",20,189,80,"GRE","Gold","Sailing",1
"123863","M",27,164,52,"URS","Gold","Wrestling",3
"123878","M",22,183,82,"CYP","Silver","Sailing",1
"123881","M",29,182,92,"FIN","Bronze","Ice Hockey",2
"123890","M",30,185,89,"CAN","Silver","Ice Hockey",2
"123900","F",20,173,61,"RUS","Bronze","Water Polo",3
"123916","F",25,167,58,"URS","Bronze","Athletics",3
"123918","M",18,161,57,"NGR","Silver","Boxing",3
"123947","M",28,181,79,"NED","Bronze","Hockey",1
"124011","F",27,173,65,"NED","Gold","Water Polo",3
"124014","M",27,179,72,"TCH","Silver","Volleyball",1
"124015","M",31,179,72,"TCH","Bronze","Volleyball",1
"124053","M",35,178,81,"FRG","Bronze","Ice Hockey",1
"124063","M",26,210,112,"CRO","Bronze","Handball",2
"124065","M",31,178,77,"USA","Bronze","Baseball",1
"124067","M",17,186,76,"URS","Silver","Swimming",1
"124069","M",21,186,76,"URS","Gold","Swimming",1
"124070","M",21,186,76,"URS","Gold","Swimming",1
"124071","M",21,186,76,"URS","Silver","Swimming",1
"124113","M",26,166,63,"GER","Bronze","Gymnastics",3
"124120","M",22,187,75,"GDR","Gold","Rowing",1
"124129","M",22,194,87,"GDR","Bronze","Rowing",2
"124131","F",24,181,70,"GER","Gold","Rowing",1
"124132","F",28,181,70,"GER","Gold","Rowing",1
"124146","M",24,192,89,"CZE","Silver","Rowing",2
"124165","M",19,177,84,"URS","Bronze","Cycling",1
"124171","M",26,182,95,"CAN","Gold","Curling",2
"124176","M",29,193,94,"YUG","Silver","Basketball",2
"124177","F",20,175,65,"GRE","Bronze","Shooting",3
"124178","F",20,175,65,"GRE","Gold","Shooting",3
"124185","M",31,175,82,"URS","Gold","Wrestling",1
"124201","M",26,187,92,"TCH","Silver","Ice Hockey",2
"124204","F",17,152,39,"URS","Gold","Gymnastics",3
"124205","F",17,152,39,"URS","Gold","Gymnastics",3
"124207","F",17,152,39,"URS","Silver","Gymnastics",3
"124208","F",17,152,39,"URS","Gold","Gymnastics",3
"124210","F",21,152,39,"URS","Gold","Gymnastics",3
"124214","F",21,152,39,"URS","Silver","Gymnastics",3
"124229","F",25,166,56,"POL","Bronze","Volleyball",3
"124253","F",18,170,64,"SLO","Bronze","Alpine Skiing",3
"124264","M",27,176,65,"URS","Gold","Fencing",1
"124277","F",34,187,77,"USA","Silver","Rowing",1
"124293","M",29,174,67,"FIN","Gold","Cross Country Skiing",1
"124294","M",29,170,68,"FIN","Bronze","Modern Pentathlon",3
"124295","M",29,170,68,"FIN","Bronze","Modern Pentathlon",3
"124300","M",25,167,67,"URS","Gold","Wrestling",3
"124311","M",24,172,64,"KEN","Gold","Athletics",3
"124318","M",27,196,102.5,"FIN","Gold","Athletics",2
"124319","M",23,196,92,"URS","Gold","Basketball",2
"124320","M",27,196,92,"URS","Bronze","Basketball",2
"124328","M",29,178,79,"TCH","Silver","Wrestling",1
"124332","M",21,170,58,"USA","Bronze","Gymnastics",3
"124346","F",25,185,79,"CAN","Silver","Rowing",1
"124347","F",29,185,79,"CAN","Bronze","Rowing",1
"124348","M",24,181,76,"GER","Gold","Hockey",1
"124349","M",28,181,76,"GER","Gold","Hockey",1
"124351","M",27,179,78,"SWE","Bronze","Wrestling",1
"124357","M",22,165,64,"URS","Silver","Athletics",3
"124360","M",23,176,71,"GER","Bronze","Football",1
"124367","M",26,174,68,"URS","Silver","Shooting",1
"124374","M",27,200,96,"RUS","Bronze","Volleyball",2
"124375","M",22,190,80,"RUS","Bronze","Swimming",1
"124378","M",23,198,92,"URS","Silver","Basketball",2
"124379","M",27,198,92,"URS","Silver","Basketball",2
"124380","M",22,175,66,"GER","Bronze","Athletics",1
"124381","M",22,175,66,"GER","Silver","Athletics",1
"124383","M",26,175,66,"GER","Silver","Athletics",1
"124384","M",25,154,48,"URS","Bronze","Wrestling",3
"124401","M",22,168,64,"EUN","Gold","Gymnastics",3
"124404","M",22,168,64,"EUN","Bronze","Gymnastics",3
"124409","M",26,168,64,"UKR","Bronze","Gymnastics",3
"124418","F",25,182,76,"RUS","Silver","Fencing",1
"124421","F",22,181,167,"UKR","Silver","Weightlifting",2
"124426","F",23,177,58,"RUS","Gold","Synchronized Swimming",3
"124434","M",33,193,92,"POL","Gold","Rowing",2
"124436","M",35,160,70,"URS","Gold","Weightlifting",3
"124451","M",33,176,71,"URS","Silver","Equestrianism",1
"124452","M",33,176,71,"URS","Gold","Equestrianism",1
"124470","F",25,172,67,"RUS","Bronze","Water Polo",3
"124500","F",28,162,55,"RUS","Bronze","Cross Country Skiing",3
"124526","M",29,186,79,"RUS","Silver","Swimming",1
"124528","M",20,181,82,"RUS","Bronze","Canoeing",1
"124543","M",27,185,88,"FIN","Bronze","Ice Hockey",2
"124545","M",23,184,84,"URS","Gold","Rowing",1
"124552","F",20,162,60,"URS","Silver","Canoeing",3
"124566","F",28,160,56,"NOR","Bronze","Speed Skating",3
"124570","F",24,183,67,"RUS","Bronze","Basketball",1
"124571","F",28,183,67,"RUS","Bronze","Basketball",1
"124576","M",23,185,75,"FIN","Silver","Cross Country Skiing",1
"124585","M",22,196,88,"FRG","Silver","Swimming",2
"124592","M",22,174,64,"TCH","Bronze","Cross Country Skiing",3
"124604","M",28,183,85,"URS","Silver","Fencing",1
"124607","F",20,185,76,"URS","Gold","Volleyball",1
"124608","F",24,185,76,"EUN","Silver","Volleyball",1
"124626","M",27,168,60,"POL","Gold","Athletics",3
"124627","M",32,168,60,"POL","Gold","Athletics",3
"124628","M",32,168,60,"POL","Gold","Athletics",3
"124629","M",36,168,60,"POL","Gold","Athletics",3
"124679","M",25,175,68,"URS","Silver","Athletics",1
"124682","M",26,203,95,"RUS","Bronze","Volleyball",2
"124683","M",30,203,95,"RUS","Bronze","Volleyball",2
"124701","M",28,177,70,"GDR","Bronze","Biathlon",1
"124703","F",21,171,76,"POL","Silver","Rowing",1
"124709","M",23,187,76,"JPN","Bronze","Volleyball",1
"124710","M",19,169,57,"POL","Bronze","Boxing",3
"124711","M",22,174,60,"POL","Bronze","Boxing",3
"124713","F",28,163,60,"JPN","Silver","Softball",3
"124717","M",19,176,72,"URS","Bronze","Diving",1
"124724","M",21,170,55,"KEN","Gold","Athletics",3
"124734","F",17,154,40,"URS","Gold","Gymnastics",3
"124746","F",16,167,58,"URS","Bronze","Swimming",3
"124747","F",16,167,58,"URS","Gold","Swimming",3
"124763","M",26,159,62,"JPN","Bronze","Judo",3
"124764","M",21,179,71,"URS","Silver","Boxing",1
"124782","M",21,185,80,"URS","Gold","Speed Skating",1
"124783","M",21,185,80,"URS","Silver","Speed Skating",1
"124790","M",23,172,67,"URS","Silver","Swimming",3
"124791","M",23,172,67,"URS","Silver","Swimming",3
